,AFG,ALB,DZA,AND,AGO,AIA,ATG,ARG,ARM,ABW,AUS,AUT,AZE,BHS,BHR,BGD,BRB,BLR,BEL,BLZ,BEN,BMU,BTN,BOL,BES,BIH,BWA,BRA,VGB,BRN,BGR,BFA,BDI,KHM,CMR,CAN,CPV,CYM,CAF,TCD,CHL,CHN,COL,COG,CRI,CIV,HRV,CUB,CUW,CYP,CZE,COD,DNK,DJI,DMA,DOM,ECU,EGY,SLV,GNQ,ERI,EST,ETH,FRO,FLK,FJI,FIN,FRA,PYF,GAB,GMB,GEO,DEU,GHA,GIB,GRC,GRL,GRD,GUM,GTM,GIN,GNB,GUY,HTI,HND,HUN,ISL,IND,IDN,IRN,IRQ,IRL,IMN,ISR,ITA,JAM,JPN,JOR,KAZ,KEN,OWID_KOS,KWT,KGZ,LAO,LVA,LBN,LBR,LBY,LIE,LTU,LUX,MKD,MDG,MWI,MYS,MDV,MLI,MLT,MRT,MUS,MEX,MDA,MCO,MNG,MNE,MSR,MAR,MOZ,MMR,NAM,NPL,NLD,NCL,NZL,NIC,NER,NGA,MNP,NOR,,OMN,PAK,PSE,PAN,PNG,PRY,PER,PHL,POL,PRT,PRI,QAT,ROU,RUS,RWA,KNA,LCA,VCT,SMR,STP,SAU,SEN,SRB,SYC,SLE,SGP,SXM,SVK,SVN,SOM,ZAF,KOR,SSD,ESP,LKA,SDN,SUR,SWZ,SWE,CHE,SYR,TWN,TZA,THA,TLS,TGO,TTO,TUN,TUR,TCA,UGA,UKR,ARE,GBR,USA,VIR,URY,UZB,VAT,VEN,VNM,OWID_WRL,YEM,ZMB,ZWE
31-Dec-19,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.018758809,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0,,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,0.003463848,,,
1-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.018758809,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0,,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,0.003463848,,,
2-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.018758809,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0,,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,0.003463848,,,
3-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.030569911,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0,,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,0.00564479,,,
4-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.030569911,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0,,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,0.00564479,,,
5-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.040991472,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0,,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,0.00756915,,,
6-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.040991472,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0,,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,0.00756915,,,
7-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.040991472,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0,,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,0.00756915,,,
8-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.040991472,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0,,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,0.00756915,,,
9-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.040991472,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0,,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,0.00756915,,,
10-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.040991472,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0,,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,0.00756915,,,
11-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.040991472,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0,,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,0.00756915,,,
12-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.040991472,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0,,0,0,,,,0,0,,0,,0,,,,,,,,,0,0,0,,,,,,0,0.00756915,,,
13-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.040991472,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0,,0,0,,,,0,0,,0,,0.014326652,,,,,,,,,0,0,0,,,,,,0,0.007697441,,,
14-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.040991472,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0,,0,0,,,,0,0,,0,,0.014326652,,,,,,,,,0,0,0,,,,,,0,0.007697441,,,
15-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.040991472,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0.00790661,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0,,0,0,,,,0,0,,0,,0.014326652,,,,,,,,,0,0,0,,,,,,0,0.007825731,,,
16-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.040991472,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0.00790661,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0,,0,0,,,,0,0,,0,,0.014326652,,,,,,,,,0,0,0,,,,,,0,0.007825731,,,
17-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.043770555,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0.00790661,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0,,0,0,,,,0,0,,0,,0.028653304,,,,,,,,,0,0,0,,,,,,0,0.008467185,,,
18-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.055581657,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0.00790661,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0,,0,0,,,,0,0,,0,,0.028653304,,,,,,,,,0,0,0,,,,,,0,0.010648126,,,
19-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.150070473,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0.00790661,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0,,0,0,,,,0,0,,0,,0.028653304,,,,,,,,,0,0,0,,,,,,0,0.028095658,,,
20-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.163271117,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0.00790661,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0.019504894,,0,0,,,,0,0,,0,,0.028653304,,,,,,,,,0,0,0,,,,,,0,0.030661472,,,
21-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.268181494,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0.00790661,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0.019504894,,0,0,,,,0,0,,0.041987213,,0.028653304,,,,,,,,,0,0,0.003021124,,,,,,0,0.050289945,,,
22-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.365449393,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0.00790661,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0.019504894,,0,0,,,,0,0,,0.041987213,,0.057306608,,,,,,,,,0,0,0.003021124,,,,,,0,0.068507221,,,
23-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.432842152,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0.00790661,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0,,,,,,0.019504894,,0,0,,,,0,0,,0.041987213,,0.057306608,,,,,,,,,0,0,0.003021124,,,,,,0,0.080951417,,,
24-Jan-20,0,,0,,,,,,0,,0,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.612787766,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0.01581322,,,,,0,,,,0,,,,0,0,0,,,0,,,,,,0,,0,,,,,,,,0,0,,0,,,0,,0,0,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0.512790447,,,,,,0.039009789,,0,0,,,,0,0,,0.041987213,,0.057306608,,,,,,,,,0,0,0.003021124,,,,,,0.020546837,0.115076737,,,
25-Jan-20,0,,0,,,,,,0,,0.039215869,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0,,,,,,0.919181649,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0.04596045,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0.01581322,,,,,0,,,,0,,,,0,0,0,,,0.092689865,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.023431381,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0.512790447,,,,,,0.039009789,,0,0,,,,0,0,,0.125961638,,0.07163326,,,,,,,,,0,0,0.006042248,,,,,,0.020546837,0.173192413,,,
26-Jan-20,0,,0,,,,,,0,,0.156863477,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0.026495571,,,,,,1.381204171,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0.04596045,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0.023719829,,,,,0,,,,0,,,,0,0,0,,,0.123586487,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.093725524,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0.683720596,,,,,,0.058514683,,0,0,,,,0,0,,0.125961638,,0.07163326,,,,,,,,,0,0,0.006042248,,,,,,0.020546837,0.259532038,,,
27-Jan-20,0,,0,,,,,,0,,0.156863477,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0,,0.026495571,,,,,,1.92798872,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0.04596045,,,,0,0,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0.023719829,,,,,0,,,,0,,,,0,0,0,,,0.123586487,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.093725524,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0.683720596,,,,,,0.078019578,,0,0,,,,0,0,,0.209936064,,0.114613217,,,,,,,,,0.101108145,0,0.015105619,,,,,,0.020546837,0.361779707,,,
28-Jan-20,0,,0,,,,,,0,,0.156863477,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0.059812293,,0.052991142,,,,,,3.145921774,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0.04596045,,,,0,0.011935461,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0.031626439,,,,,0,,,,0,,,,0,0,0,,,0.123586487,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.093725524,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,0.854650744,,,,,,0.078019578,,0,0.046700057,,,,0,0,,0.29391049,,0.200573129,,,,,,,,,0.101108145,0,0.015105619,,,,,,0.020546837,0.588469332,,,
29-Jan-20,0,,0,,,,,,0,,0.156863477,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0.059812293,,0.079486713,,,,,,4.164455634,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0,0.0612806,,,,0,0.047741844,,,0,,,,,,,,,,,0,0,0,0,0,0,,0,0,,0.055346268,,,,,0,,,,0,,,,0,0,0,,,0.216276353,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.093725524,0,0,,,,,,0,,,,0,0,0,,,,,0,,,,,,,1.196511042,,,,,,0.078019578,,0,0.046700057,,,,0,0,,0.335897702,,0.200573129,,,,,,,,,0.101108145,0,0.015105619,,,,,,0.020546837,0.778339533,,,
30-Jan-20,0,,0,,,,,,0,,0.235295216,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0.059812293,,0.079486713,,,,,,5.373356669,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0.180482024,0.07660075,,,,0,0.047741844,,,0,,,,,,,,,,,0,0.000724635,0,0,0,0,,0,0,,0.086972708,,,,,0,,,,0,,,,0,0,0,,,0.216276353,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.140588286,0,0,,,,,,0.009125663,,,,0,0,0,,,,,0,,,,,,,1.709301489,,,,,,0.078019578,,0,0.046700057,,,,0,0,,0.335897702,,0.200573129,,,,,,,,,0.404432581,0,0.015105619,,,,,,0.020546837,1.00361796,,,
31-Jan-20,0,,0,,,,,,0,,0.274511085,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0.059812293,,0.079486713,,,,,,6.749002674,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0.180482024,0.0919209,,,,0,0.059677305,,,0,,,,,,,,,,,0,0.000724635,0,0,0,0,,0,0.049618083,,0.110692537,,,,,0,,,,0,,,,0,0,0,,,0.247172975,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.164019667,0,0,,,,,,0.009125663,,,,0,0,0,,,,,0,,,,,,,2.222091935,,,,,,0.136534261,,0,0.046700057,,,,0,0,,0.377884915,,0.200573129,,,,,,,,,0.404432581,0.029461154,0.018126743,,,,,,0.051367093,1.260584185,,,
1-Feb-20,0,,0,,,,,,0,,0.352942824,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0.059812293,,0.105982284,,,,,,8.204547311,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0.180482024,0.0919209,,,,0,0.083548226,,,0,,,,,,,,,,,0,0.000724635,0,0,0,0,,0,0.049618083,,0.118599147,,,,,0,,,,0,,,,0,0,0,,,0.247172975,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.210882428,0,0,,,,,,0.009125663,,,,0,0,0.013704782,,,,,0,,,,,,,2.734882382,,,,,,0.234058733,,0.021388186,0.046700057,,,,0.099017058,0,,0.419872128,,0.27220639,,,,,,,,,0.404432581,0.029461154,0.021147867,,,,,,0.051367093,1.532560418,,,
2-Feb-20,0,,0,,,,,,0,,0.431374562,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0.059812293,,0.105982284,,,,,,10.00400345,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0.180482024,0.0919209,,,,0,0.095483687,,,0,,,,,,,,,,,0,0.001449271,0,0,0,0,,0,0.049618083,,0.150225586,,,,,0,,,,0,,,,0,0,0,,,0.247172975,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.25774519,0,0,,,,,,0.018251325,,,,0,0,0.013704782,,,,,0,,,,,,,3.07674268,,,,,,0.292573416,,0.021388186,0.046700057,,,,0.099017058,0,,0.419872128,,0.27220639,,,,,,,,,0.505540726,0.029461154,0.024168991,,,,,,0.07191393,1.867142502,,,
3-Feb-20,0,,0,,,,,,0,,0.431374562,0,0,,0,,,0,0,,,,,,,,,0,,,,,,0.059812293,,0.105982284,,,,,,11.95769869,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0.180482024,0.0919209,,,,0,0.107419148,,,0,,,,,,,,,,,0,0.001449271,0,0,0,0,,0,0.049618083,,0.158132196,,,,,0,,,,0,,,,0,0,0,,,0.247172975,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.25774519,0,0,,,,,,0.018251325,,,,0,0,0.013704782,,,,,0,,,,,,,3.07674268,,,,,,0.292573416,,0.021388186,0.046700057,,,,0.099017058,0,,0.419872128,,0.27220639,,,,,,,,,0.505540726,0.029461154,0.033232363,,,,,,0.082187348,2.228665627,,,
4-Feb-20,0,,0,,,,,,0,,0.431374562,0,0,,0,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.105982284,,,,,,14.20667147,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0.180482024,0.0919209,,,,0,0.13129007,,,0,,,,,,,,,,,0,0.002173906,0,0,0,0,,0,0.049618083,,0.158132196,,,,,0,,,,0,,,,0,0,0,,,0.247172975,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.25774519,0,0,,,,,,0.018251325,,,,0,0,0.013704782,,,,,0,,,,,,,3.07674268,,,,,,0.31207831,,0.021388186,0.046700057,,,,0.099017058,0,,0.419872128,,0.27220639,,,,,,,,,0.505540726,0.029461154,0.033232363,,,,,,0.092460767,2.64471229,,,
5-Feb-20,0,,0,,,,,,0,,0.470590431,0,0,,0,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.132477855,,,,,,16.89682366,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0.180482024,0.0919209,,,,0,0.13129007,,,0,,,,,,,,,,,0,0.002173906,0,0,0,0,,0,0.049618083,,0.197665245,,,,,0,,,,0,,,,0,0,0,,,0.308966218,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.281176571,0,0,,,,,,0.018251325,,,,0,0,0.013704782,,,,,0,,,,,,,4.102323573,,,,,,0.351088099,,0.021388186,0.046700057,,,,0.099017058,0,,0.461859341,,0.358166302,,,,,,,,,0.505540726,0.029461154,0.033232363,,,,,,0.102734185,3.145943962,,,
6-Feb-20,0,,0,,,,,,0,,0.509806301,0,0,,0,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.132477855,,,,,,19.4862341,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0.180482024,0.0919209,,,,0,0.13129007,,,0,,,,,,,,,,,0,0.002173906,0,0,0,0,,0,0.049618083,,0.197665245,,,,,0,,,,0,,,,0,0,0,,,0.370759462,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.304607952,0,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,4.786044169,,,,,,0.448612571,,0.021388186,0.046700057,,,,0.099017058,0,,0.461859341,,0.358166302,,,,,,,,,0.505540726,0.029461154,0.036253487,,,,,,0.102734185,3.627162289,,,
7-Feb-20,0,,0,,,,,,0,,0.54902217,0,0,,0,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.185468997,,,,,,21.68170954,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0.180482024,0.0919209,,,,0,0.143225531,,,0,,,,,,,,,,,0,0.002173906,0,0,0,0,,0,0.049618083,,0.197665245,,,,,0,,,,0,,,,0,0,0,,,0.432552705,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.328039333,0,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,5.127904466,,,,,,0.468117465,,0.021388186,0.046700057,,,,0.099017058,0,,0.671795405,,0.358166302,,,,,,,,,0.505540726,0.044191731,0.036253487,,,,,,0.123281022,4.040001685,,,
8-Feb-20,0,,0,,,,,,0,,0.54902217,0,0,,0,,,0,0.086284136,,,,,,,,,0,,,,,,0.059812293,,0.185468997,,,,,,24.05643582,,,,,0,,,,0,,0,,,0,0,0,,,,0,,,,,0.180482024,0.168521651,,,,0,0.155160992,,,0,,,,,,,,,,,0,0.002173906,0,0,0,0,,0,0.049618083,,0.197665245,,,,,0,,,,0,,,,0,0,0,,,0.463449327,,,,,,0,,0,,,,,,,,0.034320849,0,,0,,,0,,0,0.328039333,0,0,,,,,,0.027376988,,,,0,0,0.013704782,,,,,0,,,,,,,5.640694913,,,,,,0.468117465,,0.021388186,0.046700057,,,,0.099017058,0,,0.713782618,,0.458452867,,,,,,,,,0.707757017,0.044191731,0.036253487,,,,,,0.133554441,4.481578193,,,
